BN_341	BN_342	BN_343	BN_344
ENSRNOG00000009625	2004	2587	1248	897
ENSRNOG00000009629	832	1426	835	476
ENSRNOG00000009630	5093	5531	3512	2223
ENSRNOG00000009636	7	7	1	3
ENSRNOG00000009640	2982	2656	1532	976
ENSRNOG00000009642	6422	8080	9792	7585
ENSRNOG00000009643	200	177	129	85
ENSRNOG00000009652	1466	1410	812	628
ENSRNOG00000009653	1672	1777	2167	1381
ENSRNOG00000009656	4	9	2	3
ENSRNOG00000009658	1341	1364	864	525
ENSRNOG00000009661	296	369	953	756
ENSRNOG00000009663	1173	1439	639	517
ENSRNOG00000009664	103	64	57	38
ENSRNOG00000009667	275	309	163	137
ENSRNOG00000009673	269	200	197	104
ENSRNOG00000009675	2292	2302	1260	796
ENSRNOG00000009681	1257	1568	953	590
ENSRNOG00000009683	3663	4443	2678	1835
ENSRNOG00000009686	326	537	523	334
ENSRNOG00000009687	33	54	23	6
ENSRNOG00000009689	4506	4972	2727	2083
ENSRNOG00000009690	71	97	128	103
ENSRNOG00000009694	37	44	46	10
ENSRNOG00000009696	262	312	155	145
ENSRNOG00000009700	3	2	0	1
ENSRNOG00000009705	65	75	61	30
ENSRNOG00000009708	94	95	42	24
ENSRNOG00000009711	4	2	2	2
ENSRNOG00000009712	686	782	379	287
ENSRNOG00000009713	1915	2421	1336	838
ENSRNOG00000009715	4524	4186	1810	1491
ENSRNOG00000009716	591	701	404	282
ENSRNOG00000009718	359	333	221	166
ENSRNOG00000009719	276	258	419	245
ENSRNOG00000009722	236	175	112	71
ENSRNOG00000009723	972	922	1674	884
ENSRNOG00000009724	305	320	188	167
ENSRNOG00000009729	461	531	304	189
ENSRNOG00000009730	2091	928	2294	1701
ENSRNOG00000009734	153	217	131	65
ENSRNOG00000009738	3	1	0	3
ENSRNOG00000009739	2278	2589	1453	999
ENSRNOG00000009741	10261	9422	6886	3796
ENSRNOG00000009742	132	121	135	51
ENSRNOG00000009745	146	199	87	66
ENSRNOG00000009746	111	140	50	80
ENSRNOG00000009749	1206	1079	757	432
ENSRNOG00000009751	134	137	133	55
ENSRNOG00000009754	3179	5952	5160	1938
ENSRNOG00000009756	2093	2390	1187	921
ENSRNOG00000009760	77	108	72	42
ENSRNOG00000009761	71	115	85	36
ENSRNOG00000009766	370	365	302	174
ENSRNOG00000009778	8220	7581	6649	3879
ENSRNOG00000009779	17096	25431	11402	8534
ENSRNOG00000009781	3356	3597	1989	1288
ENSRNOG00000009782	121	128	100	84
ENSRNOG00000009783	260	268	828	510
ENSRNOG00000009785	152	256	497	186
ENSRNOG00000009787	4	12	4	2
ENSRNOG00000009788	43415	35677	31523	18322
ENSRNOG00000009789	469	406	265	182
ENSRNOG00000009790	10	7	5	6
ENSRNOG00000009795	2072	1986	1189	762
ENSRNOG00000009797	15	15	9	2
ENSRNOG00000009799	1003	959	785	504
ENSRNOG00000009802	82	88	57	26
ENSRNOG00000009805	822	1042	612	371
ENSRNOG00000009808	260	282	175	110
ENSRNOG00000009811	1491	1570	4144	2866
ENSRNOG00000009812	626	714	435	306
ENSRNOG00000009815	6	15	6	2
ENSRNOG00000009819	460	486	682	431
ENSRNOG00000009820	1843	2072	1135	751
ENSRNOG00000009822	324	357	237	129
ENSRNOG00000009823	1224	1284	882	570
ENSRNOG00000009824	1426	1728	1064	657
ENSRNOG00000009826	79	109	270	259
ENSRNOG00000009830	100	168	76	39
ENSRNOG00000009832	8499	10472	6856	4750
ENSRNOG00000009835	13	4	5	9
ENSRNOG00000009836	1205	1299	696	604
ENSRNOG00000009837	1088	902	772	388
ENSRNOG00000009845	45383	37778	19740	12775
ENSRNOG00000009846	1252	1409	3603	2578
ENSRNOG00000009848	186	222	122	88
ENSRNOG00000009849	172	181	104	59
ENSRNOG00000009850	199	231	280	119
ENSRNOG00000009851	991	1037	610	425
ENSRNOG00000009855	3	7	8	0
ENSRNOG00000009856	3100	3353	2172	1442
ENSRNOG00000009857	1040	1249	2398	1753
ENSRNOG00000009862	0	2	6	0
ENSRNOG00000009863	6	2	4	2
ENSRNOG00000009867	65	59	50	29
ENSRNOG00000009870	119	115	128	79
ENSRNOG00000009871	2	3	1	2
ENSRNOG00000009873	1051	1042	518	429
ENSRNOG00000009875	13	37	154	95
ENSRNOG00000009878	240	225	185	107
ENSRNOG00000009882	1955	1967	1159	747
ENSRNOG00000009884	382	417	278	136
ENSRNOG00000009886	60	85	76	40
ENSRNOG00000009887	1073	1255	742	519
ENSRNOG00000009888	984	1132	614	455
ENSRNOG00000009889	16604	18694	9284	6519
ENSRNOG00000009891	798	1096	596	395
ENSRNOG00000009892	66	52	50	29
ENSRNOG00000009893	949	1013	567	408
ENSRNOG00000009894	512	535	296	201
ENSRNOG00000009896	369	381	201	120
ENSRNOG00000009897	3	2	2	0
ENSRNOG00000009899	424	445	358	158
ENSRNOG00000009902	65	73	26	27
ENSRNOG00000009907	1	33	53	40
ENSRNOG00000009910	1387	1513	1741	1220
ENSRNOG00000009912	372	467	321	172
ENSRNOG00000009917	0	6	2	2
ENSRNOG00000009919	10	6	2	0
ENSRNOG00000009920	0	4	0	9
ENSRNOG00000009921	27831	20511	16290	9617
ENSRNOG00000009928	6638	6179	3938	2405
ENSRNOG00000009930	789	706	1606	922
ENSRNOG00000009932	194	223	139	77
ENSRNOG00000009934	2037	2078	3223	2174
ENSRNOG00000009935	2472	2600	1592	1353
ENSRNOG00000009936	877	802	449	340
ENSRNOG00000009945	2422	2435	1096	909
ENSRNOG00000009946	11989	10641	6160	5376
ENSRNOG00000009948	938	789	469	515
ENSRNOG00000009949	891	886	1492	752
ENSRNOG00000009950	67	104	37	50
ENSRNOG00000009951	8	6	15	6
ENSRNOG00000009953	140	169	80	68
ENSRNOG00000009954	644	731	499	352
ENSRNOG00000009955	5	1	2	0
ENSRNOG00000009956	2477	2298	1665	954
ENSRNOG00000009957	14570	13683	30618	19416
ENSRNOG00000009958	132	182	81	79
ENSRNOG00000009960	4573	4420	4443	3120
ENSRNOG00000009963	244	307	309	326
ENSRNOG00000009965	9	16	9	10
ENSRNOG00000009968	85	72	55	35
ENSRNOG00000009970	16	8	5	1
ENSRNOG00000009971	160	153	98	91
ENSRNOG00000009972	424	515	426	189
ENSRNOG00000009974	1650	1633	2266	1678
ENSRNOG00000009977	4401	4772	2556	1669
ENSRNOG00000009979	5	13	5	12
ENSRNOG00000009980	1322	1827	6132	3645
ENSRNOG00000009982	18102	19286	10846	6619
ENSRNOG00000009983	1099	1220	818	508
ENSRNOG00000009987	1477	1409	895	676
ENSRNOG00000009990	825	973	489	441
ENSRNOG00000009992	896	1204	510	366
ENSRNOG00000009993	654	837	1141	728
ENSRNOG00000009994	2324	2181	1039	826
ENSRNOG00000009995	415	424	302	222
ENSRNOG00000009997	6758	7062	4608	3296
ENSRNOG00000010005	512	443	326	210
ENSRNOG00000010007	1200	1494	863	563
ENSRNOG00000010008	840	832	474	359
ENSRNOG00000010011	57	41	32	24
ENSRNOG00000010015	2	4	3	0
ENSRNOG00000010017	122	129	108	59
ENSRNOG00000010018	163	191	159	105
ENSRNOG00000010021	315	393	353	223
ENSRNOG00000010023	3618	3441	2421	1617
ENSRNOG00000010024	265	324	464	458
ENSRNOG00000010027	939	1344	689	491
ENSRNOG00000010028	341	382	194	153
ENSRNOG00000010029	797	769	650	288
ENSRNOG00000010031	233886	206685	174953	101453
ENSRNOG00000010034	2231	2546	4675	3196
ENSRNOG00000010037	1609	1777	1012	735
ENSRNOG00000010038	3891	4299	2050	1486
ENSRNOG00000010041	1410	1497	979	708
ENSRNOG00000010042	652	661	395	251
ENSRNOG00000010045	76	113	42	40
ENSRNOG00000010047	3	4	1	1
ENSRNOG00000010048	2007	1851	1818	1037
ENSRNOG00000010050	99	118	91	41
ENSRNOG00000010058	69	55	29	19
ENSRNOG00000010060	185	171	106	54
ENSRNOG00000010064	248	335	205	145
ENSRNOG00000010065	40	47	32	24
ENSRNOG00000010067	1732	1693	1019	644
ENSRNOG00000010068	60	52	37	18
ENSRNOG00000010071	19	18	26	10
ENSRNOG00000010077	13	21	21	13
ENSRNOG00000010078	109	115	65	57
ENSRNOG00000010079	145782	66931	42059	30578
ENSRNOG00000010081	300	258	158	91
ENSRNOG00000010083	2677	2399	1547	867
ENSRNOG00000010084	2617	2870	1652	1354
ENSRNOG00000010086	32	17	18	1
ENSRNOG00000010087	346	321	448	341
ENSRNOG00000010090	256	333	189	119
ENSRNOG00000010091	446	474	300	206
ENSRNOG00000010092	449	301	232	156
ENSRNOG00000010096	368	369	258	201
ENSRNOG00000010098	83	86	55	32
ENSRNOG00000010099	905	790	509	314
ENSRNOG00000010100	310	371	917	714
ENSRNOG00000010103	2253	3057	1580	1046
ENSRNOG00000010104	828	787	600	363
ENSRNOG00000010105	242	291	155	105
ENSRNOG00000010107	2619	2515	1551	781
ENSRNOG00000010109	559	722	415	324
ENSRNOG00000010111	38	41	142	83
ENSRNOG00000010116	1667	1661	745	668
ENSRNOG00000010117	7129	9600	4622	3291
ENSRNOG00000010119	79	72	46	39
ENSRNOG00000010121	9	8	14	9
ENSRNOG00000010124	757	590	493	243
ENSRNOG00000010125	2334	2621	1410	1092
ENSRNOG00000010128	35500	37396	43631	25634
ENSRNOG00000010131	970	736	573	286
ENSRNOG00000010133	326	454	195	161
ENSRNOG00000010134	1646	1699	941	459
ENSRNOG00000010137	598	581	544	444
ENSRNOG00000010141	108	101	50	40
ENSRNOG00000010146	76	75	65	28
ENSRNOG00000010147	1378	1588	930	695
ENSRNOG00000010149	474	625	402	275
ENSRNOG00000010150	750	811	533	344
ENSRNOG00000010153	2081	1967	1134	791
ENSRNOG00000010154	603	664	338	220
ENSRNOG00000010155	1563	1849	2495	1777
ENSRNOG00000010156	204	244	144	96
ENSRNOG00000010160	311	396	478	382
ENSRNOG00000010161	1755	1964	1198	673
ENSRNOG00000010164	744	755	408	320
ENSRNOG00000010165	1910	1846	884	697
ENSRNOG00000010169	960	961	490	347
ENSRNOG00000010170	8107	9912	4253	3094
ENSRNOG00000010171	53	50	168	134
ENSRNOG00000010172	55	41	81	25
ENSRNOG00000010174	655	666	3793	2512
ENSRNOG00000010176	1270	1263	740	530
ENSRNOG00000010178	767	792	608	370
ENSRNOG00000010180	1387	1536	927	827
ENSRNOG00000010181	4	2	5	1
ENSRNOG00000010183	62	84	62	30
ENSRNOG00000010184	1289	1330	993	522
ENSRNOG00000010185	242	248	196	163
ENSRNOG00000010186	1166	1369	3022	1933
ENSRNOG00000010188	22	13	28	5
ENSRNOG00000010189	1094	1860	712	532
ENSRNOG00000010194	147	211	121	75
ENSRNOG00000010196	1059	1187	7581	4069
ENSRNOG00000010204	483	460	275	181
ENSRNOG00000010205	460	607	1212	596
ENSRNOG00000010209	147	183	85	103
ENSRNOG00000010210	2	18	2	5
ENSRNOG00000010213	446	444	225	131
ENSRNOG00000010214	1497	1339	753	469
ENSRNOG00000010217	1182	1313	803	480
ENSRNOG00000010218	5000	5289	2286	2062
ENSRNOG00000010219	131	160	306	129
ENSRNOG00000010224	829	841	1012	258
ENSRNOG00000010227	287	244	356	249
ENSRNOG00000010230	733	711	374	323
ENSRNOG00000010232	1289	1025	744	485
ENSRNOG00000010233	11361	11050	6414	4306
ENSRNOG00000010234	956	588	961	633
ENSRNOG00000010235	233	250	134	82
ENSRNOG00000010237	2543	2985	1766	1106
ENSRNOG00000010238	251	367	354	133
ENSRNOG00000010239	11379	11517	7396	4632
ENSRNOG00000010240	1470	1145	730	471
ENSRNOG00000010241	242	253	191	125
ENSRNOG00000010244	156	241	123	73
ENSRNOG00000010248	6	7	3	4
ENSRNOG00000010252	3279	3540	2883	1605
ENSRNOG00000010253	6951	9335	15944	9426
ENSRNOG00000010257	22	30	29	19
ENSRNOG00000010258	211	217	200	105
ENSRNOG00000010260	405	353	235	132
ENSRNOG00000010261	9	21	28	16
ENSRNOG00000010262	87	74	63	38
ENSRNOG00000010265	486	500	558	324
ENSRNOG00000010266	327	407	1018	695
ENSRNOG00000010267	1139	1240	753	527
ENSRNOG00000010268	1	3	3	3
ENSRNOG00000010274	868	1177	680	384
ENSRNOG00000010275	593	914	517	346
ENSRNOG00000010277	1324	1404	756	512
ENSRNOG00000010280	25	32	12	8
ENSRNOG00000010282	6	0	1	0
ENSRNOG00000010283	10	11	8	5
ENSRNOG00000010284	104	132	230	194
ENSRNOG00000010286	4870	5856	5642	4122
ENSRNOG00000010291	1103	885	591	322
ENSRNOG00000010296	223	374	250	140
ENSRNOG00000010298	4069	4679	3909	1648
ENSRNOG00000010299	1001	1057	1340	952
ENSRNOG00000010301	105	145	71	46
ENSRNOG00000010302	9	39	35	35
ENSRNOG00000010308	839	662	861	440
ENSRNOG00000010309	321	375	1699	1149
ENSRNOG00000010311	30	25	37	35
ENSRNOG00000010315	1	4	1	0
ENSRNOG00000010316	170	270	97	108
ENSRNOG00000010319	1402	1985	1045	732
ENSRNOG00000010325	523	333	944	499
ENSRNOG00000010326	3	2	0	2
ENSRNOG00000010330	1005	963	567	437
ENSRNOG00000010331	20394	22687	15284	9582
ENSRNOG00000010332	4421	3991	2922	1826
ENSRNOG00000010337	28	9	13	6
ENSRNOG00000010342	201	242	113	90
ENSRNOG00000010345	1	4	1	0
ENSRNOG00000010347	4	2	2	1
ENSRNOG00000010350	310	335	830	409
ENSRNOG00000010352	11815	9864	7457	5248
ENSRNOG00000010353	1920	2324	1162	935
ENSRNOG00000010358	117	114	164	103
ENSRNOG00000010359	6	10	10	1
ENSRNOG00000010361	386	427	226	154
ENSRNOG00000010362	2129	2750	7195	4520
ENSRNOG00000010363	1878	2094	1032	800
ENSRNOG00000010365	28	39	20	17
ENSRNOG00000010369	1217	1400	722	593
ENSRNOG00000010370	488	451	270	159
ENSRNOG00000010378	5	6	3	2
ENSRNOG00000010379	3953	3981	2617	1665
ENSRNOG00000010381	338	357	175	151
ENSRNOG00000010386	507	613	591	178
ENSRNOG00000010388	7	3	2	4
ENSRNOG00000010389	30718	27210	17253	11079
ENSRNOG00000010390	761	756	461	290
ENSRNOG00000010392	118	254	148	103
ENSRNOG00000010396	782	807	463	323
ENSRNOG00000010397	2	3	0	3
ENSRNOG00000010402	17	11	34	13
ENSRNOG00000010408	1486	1786	771	678
ENSRNOG00000010409	1142	1197	603	419
ENSRNOG00000010415	365	478	559	398
ENSRNOG00000010417	22	14	15	5
ENSRNOG00000010418	201	192	368	207
ENSRNOG00000010420	2822	3108	1993	1176
ENSRNOG00000010421	1052	1216	677	424
ENSRNOG00000010427	2992	4114	1815	1477
ENSRNOG00000010428	613	654	475	224
ENSRNOG00000010434	1093	1206	628	411
ENSRNOG00000010435	119	119	249	110
ENSRNOG00000010436	160	142	86	52
ENSRNOG00000010438	6	3	5	1
ENSRNOG00000010440	28	36	14	3
ENSRNOG00000010447	0	3	1	1
ENSRNOG00000010450	7	19	8	3
ENSRNOG00000010452	1989	3098	1192	1041
ENSRNOG00000010453	876	987	582	420
ENSRNOG00000010457	20	34	59	34
ENSRNOG00000010461	113	114	72	60
ENSRNOG00000010466	785	627	453	262
ENSRNOG00000010472	349	352	219	138
ENSRNOG00000010473	45	50	42	19
ENSRNOG00000010474	9317	8992	4320	3145
ENSRNOG00000010475	1904	2559	3186	2080
ENSRNOG00000010477	1183	1070	779	424
ENSRNOG00000010478	204465	211240	190267	101611
ENSRNOG00000010479	1168	1085	668	463
ENSRNOG00000010482	804	949	469	361
ENSRNOG00000010484	146	144	92	69
ENSRNOG00000010488	610	703	534	270
ENSRNOG00000010489	687	751	507	222
ENSRNOG00000010492	218	216	236	141
ENSRNOG00000010495	2450	2462	2040	1308
ENSRNOG00000010496	344	443	187	135
ENSRNOG00000010497	6362	6460	3310	2382
ENSRNOG00000010502	505	503	330	223
ENSRNOG00000010512	2104	2366	1407	885
ENSRNOG00000010513	21	24	56	41
ENSRNOG00000010514	91	97	87	46
ENSRNOG00000010515	87	109	451	227
ENSRNOG00000010516	793	991	643	390
ENSRNOG00000010517	164	190	95	92
ENSRNOG00000010519	8779	7738	4959	3231
ENSRNOG00000010520	420	454	257	211
ENSRNOG00000010522	98	121	71	40
ENSRNOG00000010523	479	491	296	249
ENSRNOG00000010524	76	73	47	30
ENSRNOG00000010526	465	458	294	209
ENSRNOG00000010529	565	519	503	213
ENSRNOG00000010532	105	131	113	63
ENSRNOG00000010533	462	553	340	248
ENSRNOG00000010534	662	647	392	227
ENSRNOG00000010535	9	2	6	5
ENSRNOG00000010536	496	555	315	165
ENSRNOG00000010537	800	901	484	369
ENSRNOG00000010538	620	580	619	393
ENSRNOG00000010539	582	568	362	230
ENSRNOG00000010540	994	1033	1955	1296
ENSRNOG00000010543	4621	5047	5179	3374
ENSRNOG00000010549	231	250	185	110
ENSRNOG00000010550	1891	2357	1133	789
ENSRNOG00000010551	48	42	27	15
ENSRNOG00000010552	360	476	289	208
ENSRNOG00000010556	92	92	67	41
ENSRNOG00000010557	1044	986	732	434
ENSRNOG00000010558	2771	2431	1198	897
ENSRNOG00000010566	381	478	228	195
ENSRNOG00000010567	417	357	228	144
ENSRNOG00000010572	452	573	217	188
ENSRNOG00000010574	617	772	424	303
ENSRNOG00000010575	117	105	60	40
ENSRNOG00000010580	374	299	222	152
ENSRNOG00000010584	439	415	430	228
ENSRNOG00000010587	347	360	151	155
ENSRNOG00000010588	779	886	566	364
ENSRNOG00000010589	325	351	333	119
ENSRNOG00000010591	1165	1216	728	471
ENSRNOG00000010592	7	6	3	10
ENSRNOG00000010593	610	692	608	523
ENSRNOG00000010594	107	72	40	25
ENSRNOG00000010595	594	625	358	252
ENSRNOG00000010598	30	29	15	12
ENSRNOG00000010601	460	497	302	239
ENSRNOG00000010602	704	860	617	336
ENSRNOG00000010603	119	157	118	60
ENSRNOG00000010608	165	128	189	163
ENSRNOG00000010609	2255	2263	1144	863
ENSRNOG00000010610	187	205	327	207
ENSRNOG00000010616	485	432	494	236
ENSRNOG00000010617	5	4	4	2
ENSRNOG00000010620	771	636	478	294
ENSRNOG00000010624	3252	3793	2063	1508
ENSRNOG00000010625	453	357	213	179
ENSRNOG00000010626	7	8	2	4
ENSRNOG00000010628	4597	4946	2331	1783
ENSRNOG00000010629	444	478	752	437
ENSRNOG00000010630	524	501	388	210
ENSRNOG00000010633	113726	91286	52437	36396
ENSRNOG00000010634	17	8	10	6
ENSRNOG00000010635	19532	18093	14985	7917
ENSRNOG00000010636	261	290	143	95
ENSRNOG00000010637	776	895	572	391
ENSRNOG00000010642	74	118	62	60
ENSRNOG00000010643	816	631	390	290
ENSRNOG00000010645	1540	2242	1270	815
ENSRNOG00000010646	16	20	75	63
ENSRNOG00000010650	133	146	146	136
ENSRNOG00000010652	493	524	313	176
ENSRNOG00000010653	317	306	242	84
ENSRNOG00000010655	15666	15583	11887	6709
ENSRNOG00000010657	451	509	191	108
ENSRNOG00000010658	9545	8145	4333	3331
ENSRNOG00000010659	107	128	74	53
ENSRNOG00000010661	42	30	33	17
ENSRNOG00000010663	150	581	427	272
ENSRNOG00000010664	256	270	155	120
ENSRNOG00000010665	34	56	171	95
ENSRNOG00000010666	8	0	1	0
ENSRNOG00000010668	21049	23928	12804	8497
ENSRNOG00000010673	1036	931	514	353
ENSRNOG00000010676	541	697	350	309
ENSRNOG00000010680	71	60	48	31
ENSRNOG00000010681	8	5	3	0
ENSRNOG00000010682	780	809	488	391
ENSRNOG00000010688	7	15	9	2
ENSRNOG00000010691	194	209	298	168
ENSRNOG00000010694	52	79	75	28
ENSRNOG00000010695	149	244	200	96
ENSRNOG00000010696	23	18	19	8
ENSRNOG00000010697	24714	22777	69565	45982
ENSRNOG00000010698	61	75	31	26
ENSRNOG00000010701	25	44	19	11
ENSRNOG00000010702	1694	1591	851	624
ENSRNOG00000010706	418	438	274	177
ENSRNOG00000010708	631	587	4476	1748
ENSRNOG00000010711	1525	1477	852	636
ENSRNOG00000010712	716	868	502	269
ENSRNOG00000010714	77436	120852	83398	63358
ENSRNOG00000010716	313	231	698	253
ENSRNOG00000010718	10	3	7	1
ENSRNOG00000010719	1798	1761	2093	1623
ENSRNOG00000010721	333	464	310	134
ENSRNOG00000010725	2	12	7	10
ENSRNOG00000010727	1581	1748	2148	1462
ENSRNOG00000010728	1956	1703	1219	628
ENSRNOG00000010729	2664	2745	1623	1238
ENSRNOG00000010731	126	110	94	48
ENSRNOG00000010732	923	965	497	388
ENSRNOG00000010733	1812	1889	1157	697
ENSRNOG00000010735	1006	947	542	416
ENSRNOG00000010737	1662	1608	973	550
ENSRNOG00000010743	96	113	54	44
ENSRNOG00000010744	1596	1598	1320	780
ENSRNOG00000010746	372	606	208	172
ENSRNOG00000010747	6194	8835	24098	16964
ENSRNOG00000010748	2933	3423	8263	5043
ENSRNOG00000010750	311	413	236	163
ENSRNOG00000010752	1945	2087	1261	1036
ENSRNOG00000010753	186	169	120	87
ENSRNOG00000010756	2097	2330	5856	3798
ENSRNOG00000010758	46	33	26	24
ENSRNOG00000010760	68	52	30	25
ENSRNOG00000010765	4050	3944	2535	1595
ENSRNOG00000010768	1811	2120	1188	908
ENSRNOG00000010771	383	364	258	171
ENSRNOG00000010775	203	205	153	78
ENSRNOG00000010776	2676	2403	5214	3068
ENSRNOG00000010777	27	74	46	49
ENSRNOG00000010780	2291	2064	11013	6108
ENSRNOG00000010783	351	431	199	195
ENSRNOG00000010784	4	5	24	18
ENSRNOG00000010789	107	165	129	68
ENSRNOG00000010791	80	89	342	155
ENSRNOG00000010793	409	488	244	160
ENSRNOG00000010794	330	412	454	232
ENSRNOG00000010795	525	526	367	244
ENSRNOG00000010797	2	2	5	1
ENSRNOG00000010798	51	71	54	27
ENSRNOG00000010799	28	132	49	47
ENSRNOG00000010800	15869	15213	9284	5941
ENSRNOG00000010802	110	93	47	55
ENSRNOG00000010805	254	419	179	132
ENSRNOG00000010807	10574	11161	6753	4862
ENSRNOG00000010812	26	20	60	38
ENSRNOG00000010813	2161	2250	3859	2419
ENSRNOG00000010815	643	834	433	297
ENSRNOG00000010819	43	45	94	51
ENSRNOG00000010824	54	72	254	323
ENSRNOG00000010825	204	274	122	96
ENSRNOG00000010827	169	262	96	79
ENSRNOG00000010830	912	1062	592	340
ENSRNOG00000010832	23	24	22	6
ENSRNOG00000010833	55	66	28	31
ENSRNOG00000010834	36	38	28	16
ENSRNOG00000010838	2015	1653	1182	698
ENSRNOG00000010840	89	121	707	308
ENSRNOG00000010841	46	68	41	19
ENSRNOG00000010843	815	815	650	343
ENSRNOG00000010846	1003	1069	617	351
ENSRNOG00000010849	510	508	285	202
ENSRNOG00000010852	1272	1316	714	517
ENSRNOG00000010855	1264	1241	847	561
ENSRNOG00000010859	1595	1665	1132	786
ENSRNOG00000010861	2718	3089	1969	1362
ENSRNOG00000010866	18	20	5	2
ENSRNOG00000010872	1685	1878	2248	1160
ENSRNOG00000010873	333	347	216	139
ENSRNOG00000010875	157	140	63	50
ENSRNOG00000010877	437	352	242	195
ENSRNOG00000010880	0	2	3	1
ENSRNOG00000010881	303	288	859	610
ENSRNOG00000010882	1152	1210	746	542
ENSRNOG00000010883	242	266	179	86
ENSRNOG00000010885	9	12	11	0
ENSRNOG00000010887	4279	4055	2148	1218
ENSRNOG00000010888	69	69	46	27
ENSRNOG00000010889	74	93	45	35
ENSRNOG00000010890	2644	2250	1830	948
ENSRNOG00000010891	68	88	60	49
ENSRNOG00000010892	1527	1801	1045	779
ENSRNOG00000010894	277	247	332	197
ENSRNOG00000010895	5151	4639	14019	9803
ENSRNOG00000010896	101	132	151	71
ENSRNOG00000010897	863	1260	769	562
ENSRNOG00000010898	1	7	4	6
ENSRNOG00000010902	1595	1659	1179	629
ENSRNOG00000010906	146	143	119	79
ENSRNOG00000010910	158	190	259	153
ENSRNOG00000010911	17	24	11	5
ENSRNOG00000010912	1642	1774	993	614
ENSRNOG00000010914	366	300	223	162
ENSRNOG00000010915	1877	1910	1369	870
ENSRNOG00000010917	158	181	203	96
ENSRNOG00000010918	3077	2910	3283	1455
ENSRNOG00000010919	152	152	102	51
ENSRNOG00000010921	26	76	35	36
ENSRNOG00000010922	686	839	506	300
ENSRNOG00000010930	1049	1089	629	451
ENSRNOG00000010934	279	344	160	124
ENSRNOG00000010935	30697	33951	26645	16827
ENSRNOG00000010940	12702	12233	7583	4220
ENSRNOG00000010941	87	121	104	57
ENSRNOG00000010942	4	8	4	4
ENSRNOG00000010944	12415	9569	6744	4530
ENSRNOG00000010945	5385	6561	3468	2425
ENSRNOG00000010947	2836	2898	9376	5032
ENSRNOG00000010950	130	140	72	38
ENSRNOG00000010951	2130	1862	1229	718
ENSRNOG00000010952	467	567	300	218
ENSRNOG00000010953	219	222	189	107
ENSRNOG00000010957	394	428	603	440
ENSRNOG00000010958	4756	4875	2784	1874
ENSRNOG00000010959	1345	1529	1077	621
ENSRNOG00000010960	2311	1509	6523	3971
ENSRNOG00000010964	2624	2783	1704	951
ENSRNOG00000010966	9194	10296	7481	4656
ENSRNOG00000010967	793	935	2290	1717
ENSRNOG00000010971	570	550	475	169
ENSRNOG00000010975	2512	2434	1691	1120
ENSRNOG00000010977	69	28	15	7
ENSRNOG00000010980	143	180	124	53
ENSRNOG00000010981	445	374	194	143
ENSRNOG00000010984	4044	4536	2832	1678
ENSRNOG00000010985	353	388	257	160
ENSRNOG00000010986	180	126	462	233
ENSRNOG00000010989	3241	4134	2049	1442
ENSRNOG00000010993	2953	3095	1960	1416
ENSRNOG00000010996	1008	1038	668	493
ENSRNOG00000010997	828	1188	770	462
ENSRNOG00000010999	44	50	30	15
ENSRNOG00000011007	636	829	343	314
ENSRNOG00000011008	1142	1154	730	532
ENSRNOG00000011009	60	56	42	30
ENSRNOG00000011014	4251	4257	2231	1735
ENSRNOG00000011015	117	168	102	51
ENSRNOG00000011016	22844	19779	12851	8672
ENSRNOG00000011024	491	500	390	240
ENSRNOG00000011025	203	263	228	142
ENSRNOG00000011026	1386	867	1012	383
ENSRNOG00000011027	1604	1622	727	642
ENSRNOG00000011029	3046	3839	21449	14508
ENSRNOG00000011032	180	224	188	77
ENSRNOG00000011034	1	5	1	0
ENSRNOG00000011039	3849	3430	2538	1268
ENSRNOG00000011042	29	7	18	13
ENSRNOG00000011044	859	756	659	376
ENSRNOG00000011047	365	474	520	316
ENSRNOG00000011052	4531	4544	2549	1614
ENSRNOG00000011053	150	89	75	36
ENSRNOG00000011054	853	903	3409	2152
ENSRNOG00000011057	2256	2364	1397	1013
ENSRNOG00000011058	1509	1359	1425	775
ENSRNOG00000011059	83	82	57	29
ENSRNOG00000011060	135	171	111	62
ENSRNOG00000011063	511	521	951	542
