BN_336	BN_337	BN_338	BN_339
ENSRNOG00000017506	920	1160	1039	1125
ENSRNOG00000017508	154	138	964	800
ENSRNOG00000017509	642	748	745	656
ENSRNOG00000017510	1276	1641	2431	1723
ENSRNOG00000017511	111	108	993	630
ENSRNOG00000017512	1	1	13	7
ENSRNOG00000017513	469	640	1267	962
ENSRNOG00000017516	146	155	367	202
ENSRNOG00000017521	5	5	10	7
ENSRNOG00000017523	4127	3732	16195	10487
ENSRNOG00000017525	1018	1158	1634	1262
ENSRNOG00000017528	40	32	78	48
ENSRNOG00000017531	210	169	393	336
ENSRNOG00000017536	1364	1419	1595	1581
ENSRNOG00000017538	8	14	7	11
ENSRNOG00000017539	21	42	80	81
ENSRNOG00000017540	60	52	126	71
ENSRNOG00000017545	489	526	623	554
ENSRNOG00000017546	27	24	34	30
ENSRNOG00000017548	327	457	705	550
ENSRNOG00000017550	5	2	0	2
ENSRNOG00000017552	547	637	549	515
ENSRNOG00000017553	1474	1782	7507	5402
ENSRNOG00000017557	1474	1213	1971	1460
ENSRNOG00000017558	2561	2870	3857	4154
ENSRNOG00000017560	11	4	23	17
ENSRNOG00000017561	329	288	257	262
ENSRNOG00000017564	545	487	596	594
ENSRNOG00000017571	2755	3167	2397	2416
ENSRNOG00000017575	223	234	550	288
ENSRNOG00000017577	1620	1629	1606	1346
ENSRNOG00000017579	349	363	472	365
ENSRNOG00000017581	232	213	294	227
ENSRNOG00000017583	2197	1868	3512	2730
ENSRNOG00000017585	309	337	314	325
ENSRNOG00000017589	134	147	216	211
ENSRNOG00000017593	1240	997	1501	1106
ENSRNOG00000017595	948	769	1769	1241
ENSRNOG00000017597	24698	22818	24717	21897
ENSRNOG00000017600	1967	1784	29291	19807
ENSRNOG00000017601	3833	6929	9455	8944
ENSRNOG00000017602	114	139	184	145
ENSRNOG00000017604	612	878	5305	3895
ENSRNOG00000017605	350	195	375	231
ENSRNOG00000017607	1960	1939	2842	2211
ENSRNOG00000017608	450	422	623	531
ENSRNOG00000017610	5035	3737	24924	15454
ENSRNOG00000017612	4452	4549	4440	3984
ENSRNOG00000017613	725	838	1295	814
ENSRNOG00000017619	12506	15614	12296	10517
ENSRNOG00000017621	829	907	1342	959
ENSRNOG00000017622	295	290	273	219
ENSRNOG00000017628	426	320	390	419
ENSRNOG00000017631	638	758	4192	3542
ENSRNOG00000017635	929	981	1498	1128
ENSRNOG00000017637	3	14	12	7
ENSRNOG00000017641	632	723	1448	823
ENSRNOG00000017644	1367	1184	2770	1562
ENSRNOG00000017645	18	19	23	18
ENSRNOG00000017646	87	99	191	98
ENSRNOG00000017647	163	201	196	200
ENSRNOG00000017654	851	998	912	885
ENSRNOG00000017657	433	699	753	572
ENSRNOG00000017660	783	663	1505	927
ENSRNOG00000017663	296	317	1451	1294
ENSRNOG00000017669	3643	4135	29198	24414
ENSRNOG00000017671	597	743	1337	804
ENSRNOG00000017672	36117	35291	86943	74195
ENSRNOG00000017673	17	26	113	85
ENSRNOG00000017674	1824	1954	2208	2150
ENSRNOG00000017676	722	1100	1328	1078
ENSRNOG00000017680	210	227	201	170
ENSRNOG00000017684	21	14	31	23
ENSRNOG00000017689	134660	168792	194950	197187
ENSRNOG00000017690	21	25	29	29
ENSRNOG00000017692	895	1135	1873	1188
ENSRNOG00000017693	525	284	371	234
ENSRNOG00000017695	32	18	29	32
ENSRNOG00000017702	5413	4879	7828	5543
ENSRNOG00000017703	8	6	7	12
ENSRNOG00000017704	116	176	668	620
ENSRNOG00000017706	353	435	1036	777
ENSRNOG00000017707	292	292	698	412
ENSRNOG00000017714	1864	1816	3393	2469
ENSRNOG00000017718	289	318	1038	762
ENSRNOG00000017720	435	373	705	463
ENSRNOG00000017723	7023	4873	7435	5563
ENSRNOG00000017724	3822	4009	7022	5367
ENSRNOG00000017728	1028	1073	1434	1253
ENSRNOG00000017729	482	534	546	479
ENSRNOG00000017730	6407	7328	6369	6814
ENSRNOG00000017731	148	150	1566	911
ENSRNOG00000017737	1847	1953	3436	2398
ENSRNOG00000017740	29	32	43	25
ENSRNOG00000017741	553	644	1760	1401
ENSRNOG00000017744	4582	3750	5521	3932
ENSRNOG00000017745	2150	2188	2399	1976
ENSRNOG00000017746	13	23	45	59
ENSRNOG00000017749	26	23	35	31
ENSRNOG00000017751	3564	3722	4605	3255
ENSRNOG00000017752	4047	4171	3920	3679
ENSRNOG00000017753	237	278	338	284
ENSRNOG00000017758	1508	1684	1987	1671
ENSRNOG00000017765	7287	6591	11472	6163
ENSRNOG00000017766	521	793	1583	1351
ENSRNOG00000017767	251	215	418	258
ENSRNOG00000017770	1306	1382	1456	1443
ENSRNOG00000017773	17	14	31	43
ENSRNOG00000017775	42	48	92	71
ENSRNOG00000017777	19071	17650	107281	77624
ENSRNOG00000017780	2923	3200	3048	2434
ENSRNOG00000017781	1411	1547	1665	1673
ENSRNOG00000017783	108	107	348	218
ENSRNOG00000017784	718	624	959	743
ENSRNOG00000017786	6	7	29	6
ENSRNOG00000017787	1340	1522	1870	1521
ENSRNOG00000017788	75	54	60	60
ENSRNOG00000017791	3243	2711	3931	3267
ENSRNOG00000017795	507	644	678	588
ENSRNOG00000017801	3692	5693	6161	4863
ENSRNOG00000017803	222	230	376	255
ENSRNOG00000017804	57	57	91	47
ENSRNOG00000017805	3	3	2	3
ENSRNOG00000017808	1799	2324	8505	6608
ENSRNOG00000017810	265	291	304	254
ENSRNOG00000017817	11093	12317	37742	31814
ENSRNOG00000017819	2112	2695	7120	4773
ENSRNOG00000017820	1655	1676	1810	1638
ENSRNOG00000017821	9104	8981	10528	9093
ENSRNOG00000017822	3276	3537	17898	17827
ENSRNOG00000017824	631	556	975	922
ENSRNOG00000017826	1243	1197	5155	4401
ENSRNOG00000017828	8	2	3	7
ENSRNOG00000017829	1978	2605	2521	2309
ENSRNOG00000017832	2341	2617	2944	2447
ENSRNOG00000017833	210	373	595	318
ENSRNOG00000017836	459	484	2474	1973
ENSRNOG00000017837	105	144	188	146
ENSRNOG00000017838	1366	1397	5165	4255
ENSRNOG00000017839	214	200	202	204
ENSRNOG00000017840	1400	1357	1455	1286
ENSRNOG00000017841	766	772	1132	1001
ENSRNOG00000017843	680	717	688	717
ENSRNOG00000017847	1027	1142	1292	1070
ENSRNOG00000017849	277	200	333	229
ENSRNOG00000017850	220	230	222	164
ENSRNOG00000017851	7086	7490	10623	11049
ENSRNOG00000017852	4521	4923	4371	4709
ENSRNOG00000017854	533	779	1284	669
ENSRNOG00000017856	9	4	2	4
ENSRNOG00000017857	416	404	511	439
ENSRNOG00000017858	143	169	202	147
ENSRNOG00000017863	574	537	913	709
ENSRNOG00000017864	1439	1629	5442	5077
ENSRNOG00000017866	924	886	977	889
ENSRNOG00000017869	715	774	1089	825
ENSRNOG00000017871	2315	2882	4997	3416
ENSRNOG00000017874	355	478	646	463
ENSRNOG00000017876	630	833	843	735
ENSRNOG00000017879	987	920	3088	1789
ENSRNOG00000017882	1930	1172	3900	2284
ENSRNOG00000017883	448	507	1000	775
ENSRNOG00000017887	34	51	54	46
ENSRNOG00000017889	167	154	278	193
ENSRNOG00000017893	19	23	26	18
ENSRNOG00000017895	4662	5280	5554	4161
ENSRNOG00000017897	15	17	61	15
ENSRNOG00000017899	1163	1538	1426	1000
ENSRNOG00000017900	2537	1824	11562	8631
ENSRNOG00000017901	896	1030	2462	1802
ENSRNOG00000017904	1543	1619	1643	1411
ENSRNOG00000017905	2002	2650	4170	3008
ENSRNOG00000017907	762	803	1229	929
ENSRNOG00000017911	88	109	129	90
ENSRNOG00000017912	18	21	29	22
ENSRNOG00000017913	2619	3646	2653	2610
ENSRNOG00000017914	1534	2563	5458	4258
ENSRNOG00000017915	302	256	323	257
ENSRNOG00000017916	260	354	596	428
ENSRNOG00000017917	108	252	245	181
ENSRNOG00000017919	788	844	893	762
ENSRNOG00000017925	2066	2356	3299	2797
ENSRNOG00000017930	240	308	408	297
ENSRNOG00000017932	90	137	213	153
ENSRNOG00000017933	8	19	45	36
ENSRNOG00000017938	2502	2896	3215	3194
ENSRNOG00000017939	91	90	123	84
ENSRNOG00000017940	3924	2839	9480	5560
ENSRNOG00000017941	5952	5281	8097	6635
ENSRNOG00000017945	123	136	140	125
ENSRNOG00000017949	1305	1383	2052	1974
ENSRNOG00000017951	2120	1837	3145	2305
ENSRNOG00000017952	2903	3229	3782	3267
ENSRNOG00000017953	193	207	364	272
ENSRNOG00000017954	16	12	19	9
ENSRNOG00000017955	441	466	417	395
ENSRNOG00000017956	1600	1778	2387	1608
ENSRNOG00000017960	291	327	493	420
ENSRNOG00000017962	773	997	820	762
ENSRNOG00000017963	337	281	354	308
ENSRNOG00000017964	142	154	195	133
ENSRNOG00000017965	2337	2473	3240	2780
ENSRNOG00000017967	679	802	1147	930
ENSRNOG00000017975	167	138	1049	607
ENSRNOG00000017976	6405	6368	9793	7917
ENSRNOG00000017977	5443	6902	8207	6079
ENSRNOG00000017979	471	616	494	456
ENSRNOG00000017980	1114	1410	1997	1441
ENSRNOG00000017981	443	382	434	299
ENSRNOG00000017983	545	582	646	640
ENSRNOG00000017988	288	310	397	349
ENSRNOG00000017990	1936	1985	3059	2224
ENSRNOG00000017991	322	363	477	333
ENSRNOG00000017993	638	653	884	758
ENSRNOG00000017997	499	521	779	735
ENSRNOG00000018000	1887	1999	3192	2074
ENSRNOG00000018003	13	6	40	34
ENSRNOG00000018005	62	133	94	62
ENSRNOG00000018007	623	694	1851	1563
ENSRNOG00000018009	1612	1455	2680	1831
ENSRNOG00000018011	800	931	1201	1150
ENSRNOG00000018012	530	473	1917	1382
ENSRNOG00000018019	31	48	124	63
ENSRNOG00000018020	77	125	121	102
ENSRNOG00000018021	607	731	646	692
ENSRNOG00000018023	650	605	835	671
ENSRNOG00000018027	530	509	1734	1034
ENSRNOG00000018033	1481	1467	2170	1797
ENSRNOG00000018040	83	89	92	78
ENSRNOG00000018042	750	794	851	760
ENSRNOG00000018044	52271	41737	40480	29652
ENSRNOG00000018047	439	478	851	519
ENSRNOG00000018048	689	766	752	701
ENSRNOG00000018051	3740	3782	13800	10169
ENSRNOG00000018052	765	781	1394	922
ENSRNOG00000018053	2472	2511	3339	2544
ENSRNOG00000018057	830	1021	943	872
ENSRNOG00000018059	56	95	142	69
ENSRNOG00000018061	215	201	232	192
ENSRNOG00000018063	174	183	248	179
ENSRNOG00000018066	894	951	680	838
ENSRNOG00000018067	339	425	523	356
ENSRNOG00000018069	477	558	529	507
ENSRNOG00000018075	940	961	899	889
ENSRNOG00000018076	12681	19295	18808	16027
ENSRNOG00000018077	1863	1708	2432	2095
ENSRNOG00000018081	3416	4024	3703	3556
ENSRNOG00000018082	314	391	451	663
ENSRNOG00000018086	4045	4774	7344	4756
ENSRNOG00000018087	1776	2471	2881	2138
ENSRNOG00000018089	1292	1539	1334	1389
ENSRNOG00000018090	3158	3557	4294	3894
ENSRNOG00000018091	7806	8982	7609	7817
ENSRNOG00000018092	153	186	232	149
ENSRNOG00000018095	144	242	297	204
ENSRNOG00000018097	1802	2026	2420	2050
ENSRNOG00000018101	21	18	137	52
ENSRNOG00000018102	1290	1306	2127	1537
ENSRNOG00000018105	902	935	1143	935
ENSRNOG00000018106	369	411	426	258
ENSRNOG00000018107	1871	2187	18890	15226
ENSRNOG00000018109	2241	2564	4809	3059
ENSRNOG00000018110	2825	2115	5190	3078
ENSRNOG00000018111	12	19	48	23
ENSRNOG00000018114	12061	12580	10687	10468
ENSRNOG00000018117	4418	4775	4200	4028
ENSRNOG00000018118	1032	1126	1461	1282
ENSRNOG00000018119	539	711	925	725
ENSRNOG00000018122	16	12	10	12
ENSRNOG00000018123	1766	1696	2601	1913
ENSRNOG00000018125	2091	2271	2468	2217
ENSRNOG00000018126	11286	12251	18156	15178
ENSRNOG00000018128	914	985	1008	830
ENSRNOG00000018129	2495	2552	2782	2406
ENSRNOG00000018131	3402	2470	3402	2692
ENSRNOG00000018132	797	876	1373	1062
ENSRNOG00000018137	625	688	588	544
ENSRNOG00000018140	1033	1117	1413	1241
ENSRNOG00000018143	14	24	25	30
ENSRNOG00000018144	1135	997	4781	3388
ENSRNOG00000018145	1352	1385	1607	1195
ENSRNOG00000018149	1488	1611	1598	1637
ENSRNOG00000018153	2039	2047	9583	10312
ENSRNOG00000018158	427	535	694	503
ENSRNOG00000018159	1605	1773	1590	1468
ENSRNOG00000018160	412	251	540	434
ENSRNOG00000018162	118	115	143	135
ENSRNOG00000018164	3194	3488	7505	6638
ENSRNOG00000018166	123	117	328	239
ENSRNOG00000018168	1145	1127	8026	8151
ENSRNOG00000018170	532	598	2890	2253
ENSRNOG00000018176	3147	4016	7493	6142
ENSRNOG00000018179	257	273	297	310
ENSRNOG00000018181	1368	1371	1515	1368
ENSRNOG00000018183	7817	9107	14453	11757
ENSRNOG00000018184	2830	3123	22281	18374
ENSRNOG00000018186	1034	1037	1178	848
ENSRNOG00000018193	283	281	295	277
ENSRNOG00000018194	1634	1873	3105	2104
ENSRNOG00000018198	2599	2693	5345	3764
ENSRNOG00000018205	381	376	559	458
ENSRNOG00000018207	127	203	189	177
ENSRNOG00000018211	2124	2570	2358	2111
ENSRNOG00000018212	1395	1632	7471	6003
ENSRNOG00000018214	33	62	65	61
ENSRNOG00000018215	8	13	17	11
ENSRNOG00000018220	2534	2804	4380	4230
ENSRNOG00000018225	3670	4152	7104	5089
ENSRNOG00000018226	540	582	1491	932
ENSRNOG00000018227	2124	2030	2841	1982
ENSRNOG00000018228	1020	1202	1192	1105
ENSRNOG00000018230	400	374	403	433
ENSRNOG00000018231	654	735	1744	1222
ENSRNOG00000018232	426	481	735	599
ENSRNOG00000018233	2585	5880	8246	6027
ENSRNOG00000018237	548	1529	1845	1138
ENSRNOG00000018238	3	1	7	1
ENSRNOG00000018239	3983	3854	3204	3457
ENSRNOG00000018241	56	82	282	173
ENSRNOG00000018243	746	807	1064	890
ENSRNOG00000018246	755	777	973	793
ENSRNOG00000018247	505	573	418	407
ENSRNOG00000018250	14	26	13	14
ENSRNOG00000018251	6523	7540	81432	66487
ENSRNOG00000018254	28	23	58	34
ENSRNOG00000018255	3048	3866	4897	3582
ENSRNOG00000018257	209413	315092	382600	371675
ENSRNOG00000018262	48	19	60	43
ENSRNOG00000018266	15	31	187	125
ENSRNOG00000018267	27	18	39	14
ENSRNOG00000018268	694	722	1401	931
ENSRNOG00000018271	480	568	2451	1904
ENSRNOG00000018272	151	190	300	279
ENSRNOG00000018273	6746	6111	6901	6909
ENSRNOG00000018276	218	254	357	275
ENSRNOG00000018279	4288	4066	6044	4745
ENSRNOG00000018281	5023	5665	5130	4691
ENSRNOG00000018282	3742	5008	5739	4552
ENSRNOG00000018285	274	309	567	456
ENSRNOG00000018287	2781	3531	3820	2988
ENSRNOG00000018288	1021	1204	2129	1398
ENSRNOG00000018289	3290	3545	11486	10483
ENSRNOG00000018293	601	624	703	664
ENSRNOG00000018294	25199	30135	32593	34086
ENSRNOG00000018295	805	893	1262	1001
ENSRNOG00000018296	294	369	436	386
ENSRNOG00000018297	1827	1753	3047	2141
ENSRNOG00000018304	3151	3198	3376	3346
ENSRNOG00000018305	571	582	1075	728
ENSRNOG00000018309	7219	7854	11549	9962
ENSRNOG00000018310	17	27	31	31
ENSRNOG00000018311	15	28	27	24
ENSRNOG00000018316	6	17	34	20
ENSRNOG00000018317	889	811	3216	2480
ENSRNOG00000018319	434	554	715	537
ENSRNOG00000018320	3200	3161	2598	2454
ENSRNOG00000018321	23	20	37	15
ENSRNOG00000018322	6683	5748	9046	6484
ENSRNOG00000018325	1553	1507	1975	1127
ENSRNOG00000018326	718	884	2683	2259
ENSRNOG00000018330	20	17	40	19
ENSRNOG00000018333	2197	1979	3503	3016
ENSRNOG00000018334	155	213	264	223
ENSRNOG00000018336	2506	2319	22132	14834
ENSRNOG00000018338	39	36	72	45
ENSRNOG00000018339	1952	1497	2094	1652
ENSRNOG00000018342	738	751	7700	3563
ENSRNOG00000018343	2024	2137	2617	2245
ENSRNOG00000018345	3898	4572	13968	12211
ENSRNOG00000018346	2478	2276	4632	2934
ENSRNOG00000018349	471	680	1024	963
ENSRNOG00000018350	621	554	883	701
ENSRNOG00000018351	305	351	584	321
ENSRNOG00000018353	537	676	826	659
ENSRNOG00000018356	361	484	704	501
ENSRNOG00000018358	142	156	198	124
ENSRNOG00000018359	678	876	1829	926
ENSRNOG00000018363	298	332	417	384
ENSRNOG00000018364	255	301	489	517
ENSRNOG00000018367	3841	4435	4075	3411
ENSRNOG00000018369	61	53	163	98
ENSRNOG00000018371	386	613	2819	1882
ENSRNOG00000018372	679	652	2246	1872
ENSRNOG00000018373	771	628	1121	975
ENSRNOG00000018375	557	586	667	598
ENSRNOG00000018378	1017	481	1621	862
ENSRNOG00000018379	85	130	91	85
ENSRNOG00000018381	1302	896	3116	2560
ENSRNOG00000018382	577	454	2487	1798
ENSRNOG00000018384	361	205	511	298
ENSRNOG00000018387	1845	1838	2528	2270
ENSRNOG00000018390	723	944	1360	867
ENSRNOG00000018391	1582	2169	2345	2177
ENSRNOG00000018395	437	361	590	462
ENSRNOG00000018396	1763	1644	2639	2038
ENSRNOG00000018397	460	406	416	318
ENSRNOG00000018400	429	418	702	559
ENSRNOG00000018402	12080	10788	11553	8742
ENSRNOG00000018403	501	608	896	635
ENSRNOG00000018404	12090	14157	13602	14361
ENSRNOG00000018405	5053	6182	8231	5290
ENSRNOG00000018406	628	786	885	681
ENSRNOG00000018408	162	167	430	256
ENSRNOG00000018410	695	719	834	724
ENSRNOG00000018411	1229	1025	1414	1151
ENSRNOG00000018412	665	609	852	784
ENSRNOG00000018413	91	142	182	142
ENSRNOG00000018414	3310	4442	4978	3711
ENSRNOG00000018415	657	621	1587	1582
ENSRNOG00000018416	24	42	60	44
ENSRNOG00000018417	1142	1234	1784	1414
ENSRNOG00000018420	3903	3856	5074	4133
ENSRNOG00000018421	312	353	563	383
ENSRNOG00000018425	1374	1131	2175	1676
ENSRNOG00000018426	56516	51606	68819	50480
ENSRNOG00000018433	131	203	156	144
ENSRNOG00000018434	1396	1571	2321	1737
ENSRNOG00000018436	29235	35910	48343	37212
ENSRNOG00000018440	125	185	331	238
ENSRNOG00000018441	5	15	120	163
ENSRNOG00000018445	17859	16993	26377	16730
ENSRNOG00000018452	208	290	419	333
ENSRNOG00000018453	278	289	402	287
ENSRNOG00000018454	249903	245950	282645	270633
ENSRNOG00000018456	4726	4923	7266	5120
ENSRNOG00000018457	1876	1997	2809	2060
ENSRNOG00000018458	32	12	43	26
ENSRNOG00000018461	1878	1797	4996	3742
ENSRNOG00000018462	667	617	810	781
ENSRNOG00000018464	125	141	159	102
ENSRNOG00000018467	184	230	234	223
ENSRNOG00000018468	647	784	1176	821
ENSRNOG00000018475	802	896	1192	976
ENSRNOG00000018477	1869	2024	3053	2165
ENSRNOG00000018481	1474	2198	4654	3781
ENSRNOG00000018483	1474	1455	20812	14811
ENSRNOG00000018484	48	135	1054	556
ENSRNOG00000018485	1284	1332	1893	1497
ENSRNOG00000018486	6	9	47	37
ENSRNOG00000018487	1976	2060	2962	2185
ENSRNOG00000018488	33	48	72	51
ENSRNOG00000018491	363	467	456	404
ENSRNOG00000018494	3361	4610	5687	4580
ENSRNOG00000018500	83	88	204	135
ENSRNOG00000018502	344	505	587	432
ENSRNOG00000018505	105	194	156	116
ENSRNOG00000018507	2160	2114	2799	2636
ENSRNOG00000018509	27	18	66	41
ENSRNOG00000018510	612	647	793	747
ENSRNOG00000018515	134	219	308	264
ENSRNOG00000018516	428	611	1681	1203
ENSRNOG00000018517	957	968	879	995
ENSRNOG00000018520	183	167	157	160
ENSRNOG00000018521	4	3	3	2
ENSRNOG00000018524	474	477	594	478
ENSRNOG00000018525	3	2	14	0
ENSRNOG00000018526	48	74	138	90
ENSRNOG00000018529	949	1301	6948	4913
ENSRNOG00000018531	773	779	811	696
ENSRNOG00000018532	489	441	879	575
ENSRNOG00000018533	319	271	484	391
ENSRNOG00000018536	368	439	464	413
ENSRNOG00000018547	713	857	736	751
ENSRNOG00000018549	1734	1940	5607	4874
ENSRNOG00000018552	572	647	2014	2180
ENSRNOG00000018553	376	526	827	554
ENSRNOG00000018556	618	673	776	647
ENSRNOG00000018561	239	426	640	435
ENSRNOG00000018564	490	604	767	598
ENSRNOG00000018566	29022	35725	43676	36534
ENSRNOG00000018567	1226	1462	1485	1349
ENSRNOG00000018568	2277	2843	23437	16637
ENSRNOG00000018569	2898	2753	3864	3128
ENSRNOG00000018570	32	17	19	16
ENSRNOG00000018574	263	253	422	329
ENSRNOG00000018576	98	157	1050	598
ENSRNOG00000018577	132	140	276	202
ENSRNOG00000018582	49	67	82	65
ENSRNOG00000018584	3025	3028	2811	2698
ENSRNOG00000018586	1322	1446	2029	1457
ENSRNOG00000018590	888	1127	1275	1167
ENSRNOG00000018591	456	524	465	449
ENSRNOG00000018593	1303	1521	1194	1286
ENSRNOG00000018598	34	63	40	45
ENSRNOG00000018599	987	1146	1124	945
ENSRNOG00000018602	58	63	167	90
ENSRNOG00000018603	18	21	46	22
ENSRNOG00000018604	3559	4002	3515	3378
ENSRNOG00000018606	313	219	284	265
ENSRNOG00000018610	257	256	434	291
ENSRNOG00000018611	27	9	32	22
ENSRNOG00000018615	69	72	89	66
ENSRNOG00000018616	34	43	45	22
ENSRNOG00000018621	132	148	188	151
ENSRNOG00000018623	1240	1047	3855	2719
ENSRNOG00000018627	1437	1622	2140	1707
ENSRNOG00000018630	3906	5166	26296	18369
ENSRNOG00000018631	16	10	14	13
ENSRNOG00000018639	242	260	755	741
ENSRNOG00000018642	712	767	1265	950
ENSRNOG00000018645	13091	15495	16333	12663
ENSRNOG00000018646	40	82	262	178
ENSRNOG00000018647	1156	1238	1147	1068
ENSRNOG00000018648	433	420	566	493
ENSRNOG00000018650	83	92	82	86
ENSRNOG00000018651	155	116	232	166
ENSRNOG00000018653	1503	1535	1635	1357
ENSRNOG00000018655	1177	1165	2185	1924
ENSRNOG00000018656	10	14	111	71
ENSRNOG00000018657	829	796	2304	2239
ENSRNOG00000018659	549	641	1052	732
ENSRNOG00000018662	10435	9780	10719	8199
ENSRNOG00000018665	276	375	448	328
ENSRNOG00000018666	95	75	126	116
ENSRNOG00000018668	3090	3222	4955	4167
ENSRNOG00000018671	311	431	986	860
ENSRNOG00000018673	1882	2172	2107	2121
ENSRNOG00000018674	55	39	87	37
ENSRNOG00000018676	1182	1274	1185	1114
ENSRNOG00000018677	1623	1847	2497	2132
ENSRNOG00000018680	5118	3990	6762	5259
ENSRNOG00000018681	5	2	7	5
ENSRNOG00000018683	2652	2537	3855	3248
ENSRNOG00000018686	830	999	1764	1248
ENSRNOG00000018687	2525	2649	3965	2702
ENSRNOG00000018689	598	768	5963	3413
ENSRNOG00000018691	3269	3162	4038	3603
ENSRNOG00000018693	10277	12139	15059	12195
ENSRNOG00000018694	19	1	11	5
ENSRNOG00000018697	1798	1884	2289	1897
ENSRNOG00000018698	3079	2714	9818	6934
ENSRNOG00000018704	702	1079	1117	1071
ENSRNOG00000018706	270	316	681	422
ENSRNOG00000018708	3873	4444	4689	3712
ENSRNOG00000018709	126	163	233	170
ENSRNOG00000018712	9	6	20	7
ENSRNOG00000018714	2555	2140	3688	2243
ENSRNOG00000018715	37	42	57	40
ENSRNOG00000018716	271	243	689	480
ENSRNOG00000018718	226	283	1223	921
ENSRNOG00000018719	860	739	974	829
ENSRNOG00000018723	233	262	417	306
ENSRNOG00000018729	56	41	94	65
ENSRNOG00000018730	2310	2085	3308	2094
ENSRNOG00000018735	1690	2123	2952	1809
ENSRNOG00000018740	35177	44209	49063	39481
ENSRNOG00000018741	1101	1239	1891	1481
ENSRNOG00000018745	487	535	2076	1769
ENSRNOG00000018746	1806	1917	2458	2101
ENSRNOG00000018747	459	577	1634	1353
ENSRNOG00000018748	203	287	329	205
ENSRNOG00000018752	58	58	98	48
ENSRNOG00000018755	8335	12365	10563	11258
ENSRNOG00000018760	153	169	253	267
ENSRNOG00000018761	6457	7588	7081	6816
ENSRNOG00000018762	111	99	220	296
ENSRNOG00000018765	1060	1301	3684	2486
ENSRNOG00000018766	137	149	156	176
ENSRNOG00000018767	838	967	8895	10273
ENSRNOG00000018770	57	36	158	90
ENSRNOG00000018773	360	394	397	399
ENSRNOG00000018774	4303	5215	4556	3693
ENSRNOG00000018775	165	241	371	261
ENSRNOG00000018778	857	750	1218	1009
ENSRNOG00000018781	112	186	490	394
ENSRNOG00000018782	120	147	130	122
ENSRNOG00000018783	1327	1444	4922	5123
ENSRNOG00000018784	16	47	69	33
ENSRNOG00000018785	125	117	1668	968
ENSRNOG00000018788	656	658	1017	753
ENSRNOG00000018790	0	4	4	1
ENSRNOG00000018791	298	334	323	288
ENSRNOG00000018795	5165	5535	6220	3994
ENSRNOG00000018796	3665	4034	6045	3614
ENSRNOG00000018797	134	91	166	164
ENSRNOG00000018798	2	8	9	7
ENSRNOG00000018801	321	312	364	305
ENSRNOG00000018803	1028	900	2452	1602
ENSRNOG00000018804	253	239	446	277
ENSRNOG00000018809	1142	1392	1459	1332
ENSRNOG00000018812	33	45	45	31
ENSRNOG00000018815	86	185	203	105
ENSRNOG00000018816	3867	4622	4792	3635
ENSRNOG00000018818	3169	3448	3425	3224
ENSRNOG00000018822	35	24	33	51
ENSRNOG00000018823	2588	3120	5353	3708
ENSRNOG00000018824	261	261	398	257
ENSRNOG00000018825	12780	11399	14323	12281
ENSRNOG00000018827	42	22	46	27
ENSRNOG00000018829	200	274	221	202
ENSRNOG00000018830	489	330	951	522
ENSRNOG00000018832	526	492	1472	1434
ENSRNOG00000018835	5173	4773	7685	6076
ENSRNOG00000018836	538	784	1434	856
ENSRNOG00000018838	683	961	3780	3371
ENSRNOG00000018839	35	39	222	174
ENSRNOG00000018845	98	96	126	132
ENSRNOG00000018847	1073	1207	1504	1336
ENSRNOG00000018848	706	799	2123	2076
ENSRNOG00000018849	1498	1630	1947	1735
ENSRNOG00000018851	1813	1098	32480	25124
